movie_ID,title,genre,running_time,netizen_ratings,num_reviews,num_article,country,rating,companyNm,released_year,released_month,num_viewers
20100335,여대생 기숙사,공포(호러),101,5.6,383,0,미국,청소년관람불가,씨제이엔터테인먼트,2010,6,65570
20100339,필립모리스,코미디,97,7.47,1018,14,프랑스,청소년관람불가,㈜케이디미디어,2010,7,84859
20100353,파괴된 사나이,드라마,114,7.71,6044,1497,한국,청소년관람불가,(주)시너지하우스 (시너지),2010,7,1030285
20100362,킬러 인사이드 미,범죄,103,4.93,369,0,미국,청소년관람불가,(주)프라임엔터테인먼트,2010,7,51555
20100376,아더와 미니모이 2 : 셀레니아 공주 구출 작전,판타지,94,6.56,154,35,프랑스,전체관람가,롯데쇼핑㈜롯데엔터테인먼트,2010,7,44961
20100377,토이 스토리 3,가족,102,9.38,7363,246,미국,전체관람가,한국소니픽쳐스릴리징브에나비스타영화㈜,2010,8,1484843
20100379,극장판 도라에몽: 진구의 인어대해전,애니메이션,98,8.15,303,0,일본,전체관람가,씨제이엔터테인먼트,2010,7,264918
20100381,마법사의 제자,드라마,107,7.48,2170,58,미국,전체관람가,한국소니픽쳐스릴리징브에나비스타영화㈜,2010,7,582698
20100382,스텝 업 3D,드라마,107,9.14,3588,163,미국,12세이상관람가,(주)화앤담이엔티,2010,8,682712
20100758,오션월드 3D,다큐멘터리,82,6.32,189,11,영국,전체관람가,㈜케이디미디어,2010,8,132602
20100763,디센트: Part 2,공포(호러),93,7.05,1118,13,영국,청소년관람불가,롯데쇼핑㈜롯데엔터테인먼트,2010,8,61784
20100764,엑스페리먼트,드라마,95,6.3,800,341,미국,15세이상관람가,(주)새인컴퍼니,2010,8,80367
20100767,라스트 에어벤더,액션,103,4.75,4355,178,미국,전체관람가,씨제이엔터테인먼트,2010,8,1394110
20100768,익스펜더블,스릴러,103,6.72,1846,654,미국,청소년관람불가,(주)싸이더스,2010,8,398097
20100769,폐가,공포(호러),84,7.11,5235,107,한국,15세이상관람가,(주)시너지하우스 (시너지),2010,8,229610
20100787,옥희의 영화,드라마,80,8.14,486,1758,한국,청소년관람불가,(주)스폰지이엔티,2010,9,37086
20100789,골든 슬럼버,스릴러,139,7.37,957,81,일본,12세이상관람가,씨제이엔터테인먼트,2010,8,66224
20100794,프레데터스,액션,106,6.22,1747,0,미국,15세이상관람가,이십세기폭스코리아(주),2010,8,281642
20100807,뮬란: 전사의 귀환,액션,110,7.06,538,14,중국,12세이상관람가,(주)에스비에스콘텐츠허브,2010,9,127495
20100809,에브리바디 올라잇,코미디,106,7.58,302,24,미국,청소년관람불가,(주)화천공사,2010,9,61927
20100810,마루 밑 아리에티,애니메이션,94,8.12,3036,193,일본,전체관람가,씨제이엔터테인먼트,2010,9,1083746
20100811,레지던트 이블 4: 끝나지 않은 전쟁 3D,공포(호러),96,6.28,2999,25,독일,청소년관람불가,한국소니픽쳐스릴리징브에나비스타영화㈜,2010,9,1209538
20100812,캣츠 앤 독스 2,가족,82,7.56,249,32,미국,전체관람가,워너브러더스 코리아(주),2010,9,109667
20100813,퀴즈왕,코미디,121,5.89,1499,1504,한국,15세이상관람가,(주)시네마서비스,2010,9,583183
20100814,슈퍼  배드,애니메이션,95,8.99,2528,108,미국,전체관람가,유니버설픽쳐스인터내셔널 코리아(유),2010,9,1043904
20100815,센츄리온,액션,97,6.96,772,16,영국,청소년관람불가,(주)쇼박스,2010,8,74131
20100833,무적자,드라마,124,5.61,4425,2423,한국,15세이상관람가,씨제이엔터테인먼트,2010,9,1571432
20100834,시라노; 연애조작단,멜로/로맨스,121,8.73,9672,4255,한국,12세이상관람가,롯데쇼핑㈜롯데엔터테인먼트,2010,9,2731828
20100835,방가? 방가!,코미디,110,7.92,4844,1499,한국,12세이상관람가,(주)시너지하우스 (시너지),2010,9,989021
20100925,노다메 칸타빌레 Vol.1 ,코미디,121,8.42,466,79,일본,전체관람가,아뮤즈코리아(주),2010,9,77074
20100962,"울지마, 톤즈",다큐멘터리,91,9.34,4588,382,한국,전체관람가,주식회사 마운틴픽쳐스,2010,9,441707
20100975,레터스 투 줄리엣,멜로/로맨스,105,8.62,2880,27,미국,12세이상관람가,(주)넥스트엔터테인먼트월드(NEW),2010,10,593630
20100977,적인걸: 측천무후의 비밀,액션,123,7.12,1177,195,중국,12세이상관람가,롯데쇼핑㈜롯데엔터테인먼트,2010,10,468273
20100979,검우강호,액션,112,7.4,1458,565,홍콩,15세이상관람가,(주)에스비에스콘텐츠허브,2010,10,318157
20100980,22 블렛,액션,118,7.02,482,0,프랑스,청소년관람불가,㈜케이디미디어,2010,10,131436
20100991,먹고 기도하고 사랑하라,드라마,139,6.49,1258,57,미국,15세이상관람가,한국소니픽쳐스릴리징브에나비스타영화㈜,2010,9,509623
20101004,된장,미스터리,105,7.34,734,569,한국,12세이상관람가,GV 엔터테인먼트,2010,10,45896
20101006,가디언의 전설,애니메이션,96,8.07,1184,165,미국,전체관람가,워너브러더스 코리아(주),2010,10,307217
20101007,나탈리,멜로/로맨스,90,4.74,792,590,한국,청소년관람불가,롯데쇼핑㈜롯데엔터테인먼트,2010,10,96410
20101009,불량남녀,코미디,108,8.13,2256,486,한국,15세이상관람가,(주)쇼박스,2010,11,491207
20101010,초능력자,SF,114,6.68,13284,1719,한국,15세이상관람가,(주)넥스트엔터테인먼트월드(NEW),2010,11,2164805
20101011,쏘우 3D,공포(호러),89,6.98,874,13,미국,청소년관람불가,㈜케이디미디어,2010,11,115878
20101013,소셜 네트워크,드라마,120,7.82,2754,425,미국,15세이상관람가,한국소니픽쳐스릴리징브에나비스타영화㈜,2010,11,517286
20101014,워리어스 웨이,액션,100,5.94,3017,1513,미국,15세이상관람가,에스케이텔레콤(주),2010,12,437101
20101015,파라노말 액티비티 2,공포(호러),90,6.56,1523,18,미국,12세이상관람가,씨제이엔터테인먼트,2010,10,364251
20101070,언스토퍼블,액션,98,8.08,1811,79,미국,12세이상관람가,이십세기폭스코리아(주),2010,11,459535
20101113,이층의 악당,코미디,115,8.02,2607,1174,한국,15세이상관람가,(주)싸이더스,2010,11,605224
20101132,듀 데이트,코미디,95,7.18,661,41,미국,청소년관람불가,워너브러더스 코리아(주),2010,11,57308
20101133,스카이 라인,액션,93,6.26,18189,11,미국,12세이상관람가,(주)화앤담이엔티,2010,11,873079
20101138,베리드,드라마,95,7.48,2681,93,스페인,15세이상관람가,(주)화앤담이엔티,2010,12,64449
20101140,라스트 엑소시즘,공포(호러),86,7.19,2304,10,미국,15세이상관람가,(주)시너지하우스 (시너지),2010,12,104936
20101170,렛 미 인,드라마,116,8.51,2620,89,영국,15세이상관람가,롯데쇼핑㈜롯데엔터테인먼트,2008,11,169072
20101200,김종욱 찾기,멜로/로맨스,112,8.28,4515,2537,한국,12세이상관람가,씨제이엔터테인먼트,2010,12,1130638
20101206,더 콘서트,드라마,122,8.49,779,46,프랑스,전체관람가,유니버설픽쳐스인터내셔널 코리아(유),2010,11,109160
20101209,라스트 갓파더,코미디,103,6.24,17826,1978,한국,12세이상관람가,씨제이엔터테인먼트,2010,12,2316099
20101212,투어리스트,드라마,100,6,1938,47,미국,15세이상관람가,한국소니픽쳐스릴리징브에나비스타영화㈜,2010,12,915359
20101213,나니아 연대기: 새벽 출정호의 항해,판타지,112,8.07,2620,42,미국,전체관람가,이십세기폭스코리아(주),2010,12,1182228
20101221,쩨쩨한 로맨스,코미디,118,8.51,7606,1492,한국,청소년관람불가,롯데쇼핑㈜롯데엔터테인먼트,2010,12,2080574
20101222,황해,스릴러,156,7.83,9786,5650,한국,청소년관람불가,이십세기폭스코리아(주),2010,12,2167426
20101223,헬로우 고스트,코미디,111,8.87,12587,2723,한국,12세이상관람가,(주)넥스트엔터테인먼트월드(NEW),2010,12,2897477
20101224,해리 포터와 죽음의 성물1,미스터리,146,8.2,6672,281,미국,전체관람가,워너브러더스 코리아(주),2010,12,2809053
20101225,트론: 새로운 시작,SF,125,7.3,3080,125,미국,12세이상관람가,한국소니픽쳐스릴리징브에나비스타영화㈜,2010,12,382607
20101227,톨스토이의 마지막 인생,드라마,112,8.15,177,11,영국,15세이상관람가,롯데쇼핑㈜롯데엔터테인먼트,2010,12,61480
20101278,그을린 사랑,드라마,130,8.65,846,374,캐나다,청소년관람불가,(주)티캐스트,2011,7,66808
20101348,새미의 어드벤쳐,애니메이션,85,8.98,3189,377,벨기에,전체관람가,씨제이엔터테인먼트,2010,12,946615
20101378,쓰리 데이즈,범죄,133,8.22,1482,58,미국,15세이상관람가,롯데쇼핑㈜롯데엔터테인먼트,2010,12,257106
20101379,노다메 칸타빌레 최종악장,드라마,122,8.9,569,0,일본,12세이상관람가,아뮤즈코리아(주),2011,1,39585
20101392,소중한 날의 꿈,애니메이션,100,8.61,1043,357,한국,전체관람가,에이원엔터테인먼트,2011,6,52010
20101395,라푼젤,애니메이션,100,9.33,6721,23,미국,전체관람가,한국소니픽쳐스릴리징브에나비스타영화㈜,2011,2,1011163
20101399,심장이 뛴다,드라마,114,7.54,4404,857,한국,15세이상관람가,롯데쇼핑㈜롯데엔터테인먼트,2011,1,1006947
20102413,극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,애니메이션,76,6.09,237,0,일본,전체관람가,(주)미디어데이,2011,1,70051
20102414,조선명탐정 : 각시투구꽃의 비밀,코미디,115,8.12,9751,2439,한국,12세이상관람가,(주)쇼박스,2011,1,4786259
20102415,평양성,전쟁,117,7.77,6161,3086,한국,12세이상관람가,롯데쇼핑㈜롯데엔터테인먼트,2011,1,1717566
20102416,글러브,드라마,144,8.85,6776,2602,한국,전체관람가,씨제이엔터테인먼트,2011,1,1888100
20102417,걸리버 여행기,코미디,87,5.72,3734,65,미국,전체관람가,이십세기폭스코리아(주),2011,1,1762070
20102418,그린 호넷,드라마,118,6.67,1411,516,미국,15세이상관람가,한국소니픽쳐스릴리징브에나비스타영화㈜,2011,1,195933
20102421,메가마인드,애니메이션,95,8.77,2724,22,미국,전체관람가,씨제이엔터테인먼트,2011,1,875481
20110023,세인트 클라우드,멜로/로맨스,99,7.36,427,19,미국,12세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),2011,1,40766
20110031,러브 & 드럭스,멜로/로맨스,112,7.67,1491,89,미국,청소년관람불가,이십세기폭스코리아(주),2011,1,527077
20110071,제인 에어,드라마,119,7.76,642,166,영국,12세이상관람가,(주)시너지하우스 (시너지),2011,4,135797
20110171,마오의 라스트 댄서,드라마,107,8.85,291,29,호주,전체관람가,(주)에스비에스콘텐츠허브,2011,4,40519
20110172,더 라이트: 악마는 있다,미스터리,113,7.21,865,21,미국,15세이상관람가,워너브러더스 코리아(주),2011,4,55561
20110182,스크림 4G,미스터리,110,5.81,410,60,미국,청소년관람불가,(주)시너지하우스 (시너지),2011,6,46723
20110185,분노의 질주: 언리미티드,스릴러,130,8.97,3429,97,미국,15세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),2011,4,1621973
20110211,토르: 천둥의 신,액션,130,7.3,4330,133,미국,12세이상관람가,씨제이이앤엠(주),2011,4,1694529
20110221,소스 코드,액션,93,8.98,5884,283,미국,12세이상관람가,롯데쇼핑㈜롯데엔터테인먼트,2011,5,1277690
20110233,화이트: 저주의 멜로디,공포(호러),106,6.82,3686,1111,한국,15세이상관람가,씨제이이앤엠(주),2011,6,790954
20110235,워터 포 엘리펀트,드라마,120,7.49,194,0,미국,15세이상관람가,이십세기폭스코리아(주),2011,5,55561
20110249,하울링,범죄,114,6.78,3417,1970,한국,15세이상관람가,씨제이이앤엠(주),2012,2,1612554
20110251,풍산개,드라마,121,6.99,3935,1668,한국,청소년관람불가,(주)넥스트엔터테인먼트월드(NEW),2011,6,714102
20110254,북촌방향,드라마,79,7.82,534,2136,한국,청소년관람불가,(주)영화제작전원사 ,2011,9,45560
20110279,마당을 나온 암탉,애니메이션,93,8.88,5591,0,한국,전체관람가,롯데쇼핑㈜롯데엔터테인먼트,2011,7,2201722
20110289,회초리,드라마,104,8.08,971,194,한국,12세이상관람가,롯데쇼핑㈜롯데엔터테인먼트,2011,5,74765
20110290,퀵,코미디,115,7.86,9676,1831,한국,15세이상관람가,씨제이이앤엠(주),2011,7,3125069
20110292,옥보단 3D,드라마,114,3.67,384,12,홍콩,청소년관람불가,(주)화앤담이엔티,2011,5,84798
20110294,캐리비안의 해적: 낯선 조류,액션,137,8.1,5475,131,미국,12세이상관람가,한국소니픽쳐스릴리징브에나비스타영화㈜,2011,5,3130046
20110296,고양이: 죽음을 보는 두 개의 눈,공포(호러),106,5.07,1873,651,한국,15세이상관람가,(주)넥스트엔터테인먼트월드(NEW),2011,7,672071
20110301,푸른소금,액션,122,7.08,4462,1946,한국,15세이상관람가,씨제이이앤엠(주),2011,8,771699
20110302,최종병기 활,사극,122,7.91,14253,6263,한국,15세이상관람가,롯데쇼핑㈜롯데엔터테인먼트,2011,8,7470633
20110311,천녀유혼,SF,98,6.53,1031,437,중국,12세이상관람가,씨너스엔터테인먼트(주),2011,5,66219
20110312,미확인 동영상 : 절대클릭금지,공포(호러),93,6.18,3497,672,한국,15세이상관람가,(주)쇼박스,2012,5,867386
20110313,모비딕,스릴러,112,7.23,1629,1129,한국,15세이상관람가,(주)쇼박스,2011,6,430936
20110490,인 어 베러 월드,드라마,113,8.8,531,121,덴마크,12세이상관람가,(주)엣나인필름,2011,6,48549
20110501,삼국지: 명장 관우,전쟁,110,7.31,1774,13,홍콩,15세이상관람가,(주)넥스트엔터테인먼트월드(NEW),2011,5,125168
20110502,레지던트,스릴러,91,6.94,688,10,영국,청소년관람불가,(주)쇼박스,2011,6,66480
20110511,쿵푸팬더 2,애니메이션,91,8.72,4037,1938,미국,전체관람가,씨제이이앤엠(주),2011,5,5062722
20110561,엑스맨: 퍼스트 클래스,액션,132,9.05,6070,638,미국,12세이상관람가,이십세기폭스코리아(주),2011,6,2533852
20110581,링컨 차를 타는 변호사,범죄,118,8.16,1203,28,미국,15세이상관람가,씨너스엔터테인먼트(주),2011,6,327612
20110609,기생령,공포(호러),78,4.33,853,909,한국,청소년관람불가,롯데쇼핑㈜롯데엔터테인먼트,2011,8,96992
20110612,커플즈,멜로/로맨스,110,7.93,1317,1037,한국,15세이상관람가,(주)싸이더스,2011,11,360045
20110613,의뢰인,스릴러,123,8.03,4780,1049,한국,15세이상관람가,(주)쇼박스,2011,9,2393086
20110655,그린랜턴: 반지의 선택,SF,117,5.81,1437,46,미국,12세이상관람가,워너브러더스 코리아(주),2011,6,216676
20110656,슈퍼 에이트,SF,112,6.81,2012,110,미국,12세이상관람가,씨제이이앤엠(주),2011,6,472118
20110659,트랜스포머 3,액션,152,7.07,13725,2644,미국,12세이상관람가,씨제이이앤엠(주),2011,6,7784807
20110660,정무문 : 100대 1의 전설,액션,106,7.35,796,36,홍콩,15세이상관람가,(주)싸이더스,2011,6,117141
20110881,창수,드라마,103,7.11,3556,1946,한국,청소년관람불가,(주)박수엔터테인먼트,2013,11,429141
20110882,밀레니엄 : 여자를 증오한 남자들,스릴러,157,8.05,1524,167,미국,청소년관람불가,한국소니픽쳐스릴리징브에나비스타영화㈜,2012,1,443889
20110896,혹성탈출: 진화의 시작,액션,106,8.77,7049,166,미국,12세이상관람가,이십세기폭스코리아(주),2011,8,2773794
20110899,세 얼간이,코미디,141,9.34,25675,14,인도,12세이상관람가,필라멘트픽쳐스,2011,8,459307
20110905,브레이킹 던 part1,드라마,117,6.99,3260,170,미국,15세이상관람가,(주)넥스트엔터테인먼트월드(NEW),2011,11,1462280
20110906,특수본,액션,111,6.97,2955,922,한국,15세이상관람가,롯데쇼핑㈜롯데엔터테인먼트,2011,11,1118258
20110911,명탐정 코난 : 침묵의 15분,애니메이션,109,9.07,3369,21,일본,전체관람가,(주)미디어데이,2011,8,644634
20111009,해리포터와 죽음의 성물2,판타지,131,9.31,11923,288,미국,전체관람가,워너브러더스 코리아(주),2011,7,4400298
20111034,바니버디,애니메이션,95,7.72,244,23,미국,전체관람가,유니버설픽쳐스인터내셔널 코리아(유),2011,7,181841
20111101,고 녀석 맛나겠다,애니메이션,89,9.25,1124,10,일본,전체관람가,(주)화앤담이엔티,2011,7,59588
20111113,퍼스트 어벤져,액션,123,7.54,3640,59,미국,12세이상관람가,씨제이이앤엠(주),2011,7,514417
20111249,카 2,애니메이션,113,8.08,575,81,미국,전체관람가,한국소니픽쳐스릴리징브에나비스타영화㈜,2011,7,465607
20111351,포인트 블랭크,스릴러,84,6.91,341,106,프랑스,청소년관람불가,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2011,7,52094
20111536,쥴리의 육지 대모험,애니메이션,84,7.11,96,0,미국,전체관람가,(주)싸이더스,2011,9,191783
20111540,개구쟁이 스머프,애니메이션,101,8.56,986,62,미국,전체관람가,한국소니픽쳐스릴리징브에나비스타영화㈜,2011,8,1027438
20111571,파퍼씨네 펭귄들,코미디,95,8.5,1958,35,미국,전체관람가,이십세기폭스코리아(주),2011,9,980387
20111671,콜롬비아나,액션,105,7.44,1320,0,미국,15세이상관람가,롯데쇼핑㈜롯데엔터테인먼트,2011,8,598373
20111692,행오버 2,코미디,102,6.95,567,84,미국,청소년관람불가,워너브러더스 코리아(주),2011,8,60048
20111757,카우보이 & 에이리언,액션,118,5.69,945,53,미국,15세이상관람가,씨제이이앤엠(주),2011,8,256346
20111774,가비,드라마,115,6.86,1383,1992,한국,15세이상관람가,(주)시네마서비스,2012,3,270602
20111892,어브덕션,액션,105,6.4,1047,28,미국,15세이상관람가,필라멘트픽쳐스,2011,9,156744
20111893,킬러 엘리트,스릴러,116,7.25,592,15,미국,청소년관람불가,에스케이텔레콤(주),2011,9,165123
20111928,너는 펫,멜로/로맨스,110,6.25,3099,1478,한국,12세이상관람가,롯데쇼핑㈜롯데엔터테인먼트,2011,11,543313
20112050,파이널 데스티네이션5,공포(호러),92,6.52,865,33,미국,청소년관람불가,워너브러더스 코리아(주),2011,9,257193
20112082,챔프,드라마,133,8.44,2062,1507,한국,12세이상관람가,(주)쇼박스,2011,9,534752
20112117,로맨틱 크라운,멜로/로맨스,99,6.97,267,88,미국,12세이상관람가,(주)싸이더스,2011,8,114887
20112121,내 여자친구의 결혼식,코미디,124,7.74,582,92,미국,청소년관람불가,유니버설픽쳐스인터내셔널 코리아(유),2011,8,60788
20112132,샤크 나이트 3D,스릴러,91,5.19,383,19,미국,15세이상관람가,(주)화앤담이엔티,2011,9,92505
20112134,배틀쉽,SF,131,7.44,10681,947,미국,12세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),2012,4,2241687
20112141,돈비 어프레이드 : 어둠 속의 속삭임,공포(호러),99,5.41,521,12,미국,15세이상관람가,(주)화앤담이엔티,2011,8,70506
20112173,리얼 스틸,액션,127,9.06,12222,177,미국,12세이상관람가,한국소니픽쳐스릴리징브에나비스타영화㈜,2011,10,3579666
20112207,미션임파서블:고스트프로토콜,액션,132,8.73,6715,1269,미국,15세이상관람가,씨제이이앤엠(주),2011,12,7575899
20112208,더 킥,액션,105,6.96,927,0,한국,12세이상관람가,(주)쇼박스,2011,11,51024
20112209,언피니시드,드라마,113,7.12,348,21,미국,15세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),2011,10,62383
20112272,가문의 영광4 - 가문의 수난,코미디,103,4.14,3738,1153,한국,15세이상관람가,(주)넥스트엔터테인먼트월드(NEW),2011,9,2368267
20112303,코쿠리코 언덕에서,애니메이션,91,6.05,1552,58,일본,12세이상관람가,씨제이이앤엠(주),2011,9,197408
20112311,머니볼,드라마,132,8.31,2299,521,미국,12세이상관람가,한국소니픽쳐스릴리징브에나비스타영화㈜,2011,11,641099
20112443,두 개의 문,다큐멘터리,101,5.15,4872,566,한국,15세이상관람가,(주)시네마달,2012,6,73541
20112534,도가니,드라마,125,9.26,10194,3809,한국,청소년관람불가,씨제이이앤엠(주),2011,9,4662822
20112542,틴틴 : 유니콘호의 비밀,애니메이션,0,7.3,1620,383,미국,전체관람가,롯데쇼핑㈜롯데엔터테인먼트,2011,12,815991
20112552,투혼,드라마,124,7.94,1229,1090,한국,전체관람가,롯데쇼핑㈜롯데엔터테인먼트,2011,10,210970
20112589,오직 그대만,멜로/로맨스,105,9.13,7263,2944,한국,15세이상관람가,(주)쇼박스,2011,10,1027622
20112621,셜록홈즈 : 그림자 게임,액션,128,8,2833,151,미국,15세이상관람가,워너브러더스 코리아(주),2011,12,2239156
20112651,삼총사 3D,액션,110,7.31,1247,117,독일,12세이상관람가,롯데쇼핑㈜롯데엔터테인먼트,2011,10,660172
20112695,완득이,드라마,107,8.77,9603,3850,한국,12세이상관람가,씨제이이앤엠(주),2011,10,5310510
20112703,다크 나이트 라이즈,액션,164,9.01,25282,1719,미국,15세이상관람가,워너브러더스 코리아(주),2012,7,6396528
20112707,타워 하이스트,액션,105,7.54,453,30,미국,12세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),2011,11,90840
20112708,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,애니메이션,97,8.05,281,0,일본,전체관람가,씨제이이앤엠(주),2011,12,293895
20112762,티끌모아 로맨스,멜로/로맨스,114,7.5,1827,842,한국,15세이상관람가,필라멘트픽쳐스,2011,11,424002
20112808,말하는 건축가,다큐멘터리,93,9.17,333,444,한국,전체관람가,(주)미디어데이,2012,3,39355
20112821,프렌즈 위드 베네핏,코미디,109,7.89,650,27,미국,청소년관람불가,한국소니픽쳐스릴리징브에나비스타영화㈜,2011,10,80197
20112822,청원,드라마,126,8.87,836,0,인도,12세이상관람가,씨너스엔터테인먼트(주),2011,11,77500
20112971,스트레스를 부르는 그 이름 직장상사,코미디,97,7.71,816,36,미국,청소년관람불가,워너브러더스 코리아(주),2011,11,51646
20112972,아더 크리스마스,애니메이션,97,8.74,595,22,미국,전체관람가,한국소니픽쳐스릴리징브에나비스타영화㈜,2011,11,622286
20112973,퍼펙트 센스,멜로/로맨스,92,7.9,554,26,영국,15세이상관람가,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2011,11,45865
20113001,Mr.아이돌,드라마,114,7.29,1492,939,한국,12세이상관람가,(주)시너지하우스 (시너지),2011,11,74261
20113201,하트 브레이커,코미디,104,7.53,293,0,프랑스,15세이상관람가,씨너스엔터테인먼트(주),2012,4,40835
20113260,퍼펙트 게임,드라마,127,8.93,6057,1852,한국,12세이상관람가,롯데쇼핑㈜롯데엔터테인먼트,2011,12,1507084
20113271,프렌즈: 몬스터섬의비밀 ,애니메이션,88,8.89,801,56,일본,전체관람가,(주)에스비에스콘텐츠허브,2011,12,510996
20113307,블리츠,스릴러,97,6.96,578,15,영국,청소년관람불가,팝엔터테인먼트,2011,12,65629
20113311,앨빈과 슈퍼밴드3,애니메이션,0,8.4,498,30,미국,전체관람가,이십세기폭스코리아(주),2011,12,569773
20113312,결정적 한방,코미디,100,6.28,492,308,한국,15세이상관람가,(주)화앤담이엔티,2011,12,60944
20113381,오싹한 연애,공포(호러),114,8.54,6860,1561,한국,12세이상관람가,씨제이이앤엠(주),2011,12,3009356
20113391,나는 공무원이다,코미디,101,6.12,1556,697,한국,전체관람가,(주)넥스트엔터테인먼트월드(NEW),2012,7,217719
20113461,007 스카이폴,액션,143,7.86,6024,454,미국,15세이상관람가,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2012,10,2376145
20113472,우리는 동물원을 샀다,가족,124,8.89,1748,54,미국,전체관람가,이십세기폭스코리아(주),2012,1,276334
20113473,진짜로 일어날지도 몰라 기적,드라마,128,8.68,686,564,일본,전체관람가,(주)미로비젼,2011,12,41172
20113486,케빈에 대하여,드라마,112,8.38,1475,146,영국,청소년관람불가,(주)티캐스트,2012,7,44720
20113532,미쓰GO,액션,115,5.13,1939,1085,한국,15세이상관람가,(주)넥스트엔터테인먼트월드(NEW),2012,6,611685
20113533,후궁 : 제왕의 첩,사극,122,6.81,4492,3268,한국,청소년관람불가,롯데쇼핑㈜롯데엔터테인먼트,2012,6,2636320
20113535,부러진 화살,드라마,100,8.92,7355,5121,한국,15세이상관람가,(주)넥스트엔터테인먼트월드(NEW),2012,1,3459780
20113554,내 아내의 모든 것,코미디,121,8.55,8766,4467,한국,15세이상관람가,(주)넥스트엔터테인먼트월드(NEW),2012,5,4598583
20113557,범죄와의 전쟁: 나쁜놈들 전성시대,범죄,133,8.61,7566,5730,한국,청소년관람불가,(주)쇼박스,2012,2,4719872
20113636,네버엔딩 스토리,코미디,114,7.41,1179,944,한국,15세이상관람가,(주)화앤담이엔티,2012,1,283449
20113643,파파,가족,116,8.12,2594,1117,한국,12세이상관람가,롯데쇼핑㈜롯데엔터테인먼트,2012,2,587279
20113652,다크아워,SF,89,5.8,1068,37,미국,12세이상관람가,이십세기폭스코리아(주),2012,1,162604
20113653,잃어버린 세계를 찾아서 2: 신비의 섬,액션,94,7.11,1701,189,미국,전체관람가,워너브러더스 코리아(주),2012,1,1149628
20113671,원더풀 라디오,드라마,120,7.58,3453,1295,한국,15세이상관람가,(주)쇼박스,2012,1,986287
20113743,댄싱퀸,코미디,124,8.88,6208,3270,한국,12세이상관람가,씨제이이앤엠(주),2012,1,4057546
20113745,스노우 화이트 앤 더 헌츠맨,액션,127,7.43,3991,634,미국,12세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),2012,5,636631
20113811,코알라 키드 : 영웅의 탄생,애니메이션,85,8.65,487,239,한국,전체관람가,롯데쇼핑㈜롯데엔터테인먼트,2012,1,206344
20113821,더 레이븐,스릴러,110,6.84,459,101,미국,청소년관람불가,롯데쇼핑㈜롯데엔터테인먼트,2012,7,153581
20113862,장화신은 고양이,애니메이션,90,8.4,2068,103,미국,전체관람가,씨제이이앤엠(주),2012,1,2080154
20113881,하이힐을 신고 달리는 여자,코미디,90,7.68,352,0,미국,15세이상관람가,필라멘트픽쳐스,2012,2,71725
20113883,초한지 - 천하대전,액션,137,7.78,946,31,중국,12세이상관람가,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2012,1,94652
20113885,맨 인 블랙 3,액션,106,8.16,4924,51,미국,12세이상관람가,한국소니픽쳐스릴리징브에나비스타영화㈜,2012,5,3379762
20113886,회사원,액션,96,6.43,5562,1692,한국,청소년관람불가,(주)쇼박스,2012,10,1110523
20113887,점쟁이들,코미디,119,5.8,4167,1578,한국,15세이상관람가,(주)넥스트엔터테인먼트월드(NEW),2012,10,953682
20113889,로렉스,애니메이션,86,8.56,451,12,미국,전체관람가,유니버설픽쳐스인터내셔널 코리아(유),2012,5,298366
20113911,해피 피트 2,애니메이션,100,9,387,67,호주,전체관람가,워너브러더스 코리아(주),2012,2,185744
20113912,철의 여인,드라마,105,7.92,629,85,영국,12세이상관람가,필라멘트픽쳐스,2012,2,144338
20113916,러브픽션,멜로/로맨스,121,6.68,4740,1484,한국,15세이상관람가,(주)넥스트엔터테인먼트월드(NEW),2012,2,1726202
20113920,토르: 마법망치의 전설,애니메이션,83,5.67,705,0,아이슬란드,전체관람가,(주)스마일이엔티,2012,2,768367
20113951,페이스메이커,드라마,124,8.85,3182,1688,한국,12세이상관람가,롯데쇼핑㈜롯데엔터테인먼트,2012,1,467697
20113972,지.아이.조 2,액션,110,7.06,5357,2740,미국,15세이상관람가,씨제이이앤엠(주),2013,3,1855917
20113975,우먼 인 블랙,드라마,95,6.38,765,38,영국,15세이상관람가,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2012,2,117188
20113981,디센던트,코미디,115,8.06,564,294,미국,15세이상관람가,이십세기폭스코리아(주),2012,2,53103
20113982,레전드 오브 래빗,애니메이션,89,5.94,274,0,중국,전체관람가,(주)화앤담이엔티,2012,2,85184
20116037,달빛 길어올리기,드라마,118,6.96,271,2033,한국,15세이상관람가,롯데쇼핑㈜롯데엔터테인먼트,2011,3,57186
